Gene,log2FC,pVal,pAdj,NES
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
TFAM,-0.072968843,0.81369696,0.931815473,126.772
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
ACO2,0.409193382,0.18025295,0.488630117,523.049
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
SUCLG1,0.277965651,0.374388421,0.690370288,484.0892
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
ACO1,-0.270251767,0.388509954,0.699531793,48.87029
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
PDK1,0.490921075,0.042788783,0.225446212,203.9762
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH2,-0.105571661,0.595481059,0.83111602,361.0661
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
MDH1,0.108613821,0.615553268,0.841192766,437.6303
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
GLUD1,0.017183138,0.90445365,0.964766787,87.98139
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
MPV17,0.263363323,0.328963965,0.651944765,62.61845
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
NME4,-0.953458366,0.15501105,0.455063377,18.07965
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
SDHAF3,-0.030683798,0.929134255,0.975297015,33.90498
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
COX7B,0.280544951,0.276048586,0.599335354,1028.4035
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
UQCC2,-0.0904382,0.623988629,0.84553269,321.1327
COX7A2,0.052458627,0.823382351,0.935051723,1354.839
COX7A2,0.052458627,0.823382351,0.935051723,1354.839
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
