Gene,log2FC,pVal,pAdj,NES
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
HK2,-0.034441373,0.964593958,0.989260183,139.0564
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
SLC2A1,-0.700061088,0.114865504,0.392417456,21.12042
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
CAD,-0.079490745,0.910824853,0.967402332,29.93115
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MTFMT,0.06150941,0.807203928,0.929125147,25.65612
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
MCU,0.245827727,0.457487611,0.749615609,81.65276
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
SMDT1,-0.064426654,0.704986905,0.886646406,282.3991
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
ETFDH,0.580086956,0.050383541,0.247529641,161.05669
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
MTHFD2,-0.69659776,0.032311449,0.191091981,38.87207
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
FADS1,0.210808015,0.560691773,0.81311042,26.8844
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
MTHFD1,-0.205105851,0.560370618,0.81311042,39.62041
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
SLC8B1,0.628061198,0.286473567,0.609491853,21.816314
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
PFKM,0.19520277,0.698660473,0.883453967,28.75273
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
COQ5,-0.158130906,0.662712163,0.865825869,74.05655
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
DHFR,-1.245889861,0.000337196,0.007741164,28.59169
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
MAP3K5,0.3497736,0.342437775,0.664126909,32.27642
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
ERN1,2.2059311,0.0009043,0.016199805,74.39352
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
TRAF2,-0.141051054,0.533443859,0.797415553,20.25221
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
XBP1,-0.046941576,0.759838382,0.909125416,179.4495
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
MAPK8,0.198507486,0.528402603,0.794541502,51.03393
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
ATF6,0.053892881,0.871272993,0.953094252,45.70909
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
RELB,0.177488914,0.581376496,0.822872156,29.13204
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TICAM1,0.018953278,0.977059214,0.993432247,12.75292
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
TNFAIP6,-0.074882365,0.934687486,0.978039295,5.458966
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
JUN,0.504527083,0.070862158,0.300880036,62.3559
